id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
143475,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-08-24T00:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 6,Club America,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143476,"Jorge Antonio Perez Duran, Mexico",UTC,2017-08-24T01:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 6,Puebla,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143477,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-08-24T01:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 6,Santos Laguna,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143478,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-08-24T02:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 6,Monterrey,Toluca,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
143479,"Francisco Chacon Gutierrez, Mexico",UTC,2017-08-24T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 6,Necaxa,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143480,"Roberto Garcia Orozco, Mexico",UTC,2017-08-26T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 7,Club Tijuana,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
143481,"Jose Penaloza, Mexico",UTC,2017-08-26T22:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 7,Cruz Azul,Monterrey,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143482,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-08-27T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 7,Tigres UANL,Lobos Buap,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
143483,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-08-27T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 7,Leon,Santos Laguna,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143484,"Jorge Antonio Perez Duran, Mexico",UTC,2017-08-27T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 7,Monarcas,Club America,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143485,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-08-27T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 7,Necaxa,Atlas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143486,"Fernando Guerrero Ramirez, Mexico",UTC,2017-08-27T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 7,Guadalajara Chivas,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143487,"Oscar Macias, Mexico",UTC,2017-08-27T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 7,Toluca,Puebla,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
143488,"Luis Santander, Mexico",UTC,2017-08-27T23:05:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 7,Veracruz,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143489,"Erick Yair Miranda Galindo, Mexico",UTC,2017-09-09T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 8,Puebla,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143490,"Luis Santander, Mexico",UTC,2017-09-09T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 8,Lobos Buap,Monarcas,False,True,1.0,3.0,0.0,3.0,1.0,3.0,,,,
143491,"Oscar Macias, Mexico",UTC,2017-09-09T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 8,Club Queretaro,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143492,"Jorge Antonio Perez Duran, Mexico",UTC,2017-09-10T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 8,Monterrey,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143493,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-09-10T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 8,Pachuca,Guadalajara Chivas,False,True,1.0,3.0,0.0,3.0,1.0,3.0,,,,
143494,"Jose Penaloza, Mexico",UTC,2017-09-10T02:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 8,Club America,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143495,"Francisco Chacon Gutierrez, Mexico",UTC,2017-09-10T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 8,U.N.A.M. - Pumas,Club Tijuana,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
143496,"Fernando Guerrero Ramirez, Mexico",UTC,2017-09-10T23:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 8,Santos Laguna,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143497,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-11-02T03:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 8,Atlas,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143498,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-09-16T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 9,Monarcas,Tigres UANL,,,3.0,3.0,1.0,2.0,3.0,3.0,,,,
143499,"Luis Santander, Mexico",UTC,2017-09-16T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 9,Club Tijuana,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143500,"Fernando Hernandez, Mexico",UTC,2017-09-16T22:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 9,Cruz Azul,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
143501,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-09-17T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 9,Monterrey,Atlas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143502,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-09-17T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 9,Leon,Pachuca,True,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,
143503,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-09-17T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 9,Necaxa,Puebla,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143504,"Roberto Garcia Orozco, Mexico",UTC,2017-09-17T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 9,Guadalajara Chivas,U.N.A.M. - Pumas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143505,"Erick Yair Miranda Galindo, Mexico",UTC,2017-09-17T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 9,Toluca,Club Queretaro,True,False,3.0,2.0,3.0,2.0,3.0,2.0,,,,
143506,"Oscar Macias, Mexico",UTC,2017-09-17T23:30:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 9,Veracruz,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143507,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-10-18T00:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 10,Lobos Buap,Club Tijuana,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
143508,"Erick Yair Miranda Galindo, Mexico",UTC,2017-10-18T01:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 10,Club Queretaro,Cruz Azul,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
143509,"Fernando Hernandez, Mexico",UTC,2017-10-18T01:45:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 10,Tigres UANL,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143510,"Eduardo Galvan Basulto, Mexico",UTC,2017-10-18T02:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 10,U.N.A.M. - Pumas,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143511,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-10-18T02:30:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 10,Atlas,Monarcas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143512,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-10-19T00:00:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 10,Santos Laguna,Necaxa,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
143513,"Diego Montano, Mexico",UTC,2017-10-19T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 10,Pachuca,Toluca,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
143514,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-10-19T02:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 10,Puebla,Monterrey,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143515,"Francisco Chacon Gutierrez, Mexico",UTC,2017-10-19T02:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 10,Club America,Guadalajara Chivas,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
143516,"Eduardo Galvan Basulto, Mexico",UTC,2017-09-27T00:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 11,Guadalajara Chivas,Lobos Buap,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143517,"Francisco Chacon Gutierrez, Mexico",UTC,2017-09-27T01:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 11,Puebla,Atlas,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
143518,"Roberto Garcia Orozco, Mexico",UTC,2017-09-27T02:30:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 11,Veracruz,Monarcas,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
143519,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-09-27T04:15:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 11,Club Tijuana,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143520,"Diego Montano, Mexico",UTC,2017-09-28T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 11,Leon,Club America,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
143521,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-09-28T02:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 11,Toluca,U.N.A.M. - Pumas,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
143522,"Fernando Guerrero Ramirez, Mexico",UTC,2017-09-28T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 11,Necaxa,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143523,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-09-28T02:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 11,Pachuca,Cruz Azul,True,False,4.0,0.0,2.0,0.0,4.0,0.0,,,,
143524,"Oscar Macias, Mexico",UTC,2017-11-10T03:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 11,Monterrey,Santos Laguna,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143525,"Erick Yair Miranda Galindo, Mexico",UTC,2017-09-30T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 12,Monarcas,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
143526,"Luis Santander, Mexico",UTC,2017-09-30T02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 12,Atlas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143527,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-09-30T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 12,Lobos Buap,Leon,False,True,0.0,3.0,0.0,3.0,0.0,3.0,,,,
143528,"Diego Montano, Mexico",UTC,2017-09-30T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 12,Club Queretaro,Monterrey,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
143529,"Fernando Guerrero Ramirez, Mexico",UTC,2017-10-01T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 12,Tigres UANL,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143530,"Francisco Chacon Gutierrez, Mexico",UTC,2017-10-01T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 12,Pachuca,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143531,"Roberto Garcia Orozco, Mexico",UTC,2017-10-01T02:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 12,Toluca,Club America,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143532,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-10-01T21:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 12,U.N.A.M. - Pumas,Cruz Azul,False,True,1.0,4.0,1.0,1.0,1.0,4.0,,,,
143533,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-10-01T23:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 12,Santos Laguna,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143534,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-10-12T02:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 13,Toluca,Lobos Buap,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
143535,"Roberto Garcia Orozco, Mexico",UTC,2017-10-14T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 13,Puebla,Club Queretaro,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
143536,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-10-14T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 13,Club Tijuana,Veracruz,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143537,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-10-14T22:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 13,Cruz Azul,Club America,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
143538,"Eduardo Galvan Basulto, Mexico",UTC,2017-10-15T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 13,Monterrey,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143539,"Francisco Chacon Gutierrez, Mexico",UTC,2017-10-15T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 13,Leon,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143540,"Oscar Macias, Mexico",UTC,2017-10-15T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 13,Necaxa,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143541,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-10-15T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 13,Guadalajara Chivas,Monarcas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
143542,"Erick Yair Miranda Galindo, Mexico",UTC,2017-10-15T23:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 13,Santos Laguna,Atlas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143543,"Jose Penaloza, Mexico",UTC,2017-10-21T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 14,Monarcas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143544,"Fernando Guerrero Ramirez, Mexico",UTC,2017-10-21T02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 14,Atlas,Club Tijuana,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143545,"Diego Montano, Mexico",UTC,2017-10-21T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 14,Lobos Buap,Cruz Azul,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
143546,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-10-21T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 14,Club Queretaro,Santos Laguna,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
143547,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-10-22T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 14,Tigres UANL,Toluca,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
143548,"Jorge Antonio Perez Duran, Mexico",UTC,2017-10-22T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 14,Pachuca,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143549,"Luis Santander, Mexico",UTC,2017-10-22T02:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 14,Club America,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143550,"Francisco Chacon Gutierrez, Mexico",UTC,2017-10-22T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 14,U.N.A.M. - Pumas,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143551,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-10-23T00:15:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 14,Veracruz,Guadalajara Chivas,False,True,2.0,3.0,0.0,2.0,2.0,3.0,,,,
143552,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-10-28T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 15,Puebla,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
143553,"Roberto Garcia Orozco, Mexico",UTC,2017-10-28T23:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 15,Cruz Azul,Tigres UANL,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
143554,"Oscar Macias, Mexico",UTC,2017-10-28T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 15,Club Queretaro,Atlas,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
143555,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-10-29T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 15,Monterrey,Club America,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
143556,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-10-29T01:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 15,Leon,Veracruz,True,False,6.0,2.0,2.0,1.0,6.0,2.0,,,,
143557,"Jorge Antonio Perez Duran, Mexico",UTC,2017-10-29T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 15,Necaxa,Lobos Buap,True,False,5.0,0.0,3.0,0.0,5.0,0.0,,,,
143558,"Fernando Hernandez, Mexico",UTC,2017-10-29T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 15,Guadalajara Chivas,Club Tijuana,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
143559,"Francisco Chacon Gutierrez, Mexico",UTC,2017-10-29T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 15,Toluca,Monarcas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143560,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-10-30T01:15:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 15,Santos Laguna,Pachuca,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
143561,"Fernando Hernandez, Mexico",UTC,2017-11-04T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 16,Monarcas,Cruz Azul,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143562,"Oscar Macias, Mexico",UTC,2017-11-04T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 16,Club Tijuana,Leon,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
143563,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-11-04T23:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 16,Lobos Buap,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143564,"Francisco Chacon Gutierrez, Mexico",UTC,2017-11-05T01:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 16,Pachuca,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143565,"Fernando Guerrero Ramirez, Mexico",UTC,2017-11-05T03:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 16,Club America,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143566,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-11-05T03:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 16,Guadalajara Chivas,Atlas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143567,"Luis Santander, Mexico",UTC,2017-11-05T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 16,U.N.A.M. - Pumas,Santos Laguna,,,2.0,2.0,0.0,0.0,2.0,2.0,,,,
143568,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-11-06T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 16,Tigres UANL,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143569,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-11-06T01:15:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 16,Veracruz,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143570,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-11-18T01:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 17,Puebla,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143571,"Fernando Hernandez, Mexico",UTC,2017-11-18T03:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 17,Atlas,Pachuca,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143572,"Oscar Macias, Mexico",UTC,2017-11-18T23:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 17,Cruz Azul,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143573,"Jorge Antonio Perez Duran, Mexico",UTC,2017-11-18T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 17,Club Queretaro,U.N.A.M. - Pumas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143574,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-11-19T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 17,Monterrey,Tigres UANL,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143575,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-11-19T01:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 17,Leon,Guadalajara Chivas,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
143576,"Fernando Guerrero Ramirez, Mexico",UTC,2017-11-19T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 17,Necaxa,Monarcas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143577,"Luis Santander, Mexico",UTC,2017-11-19T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 17,Toluca,Club Tijuana,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
143578,"Diego Montano, Mexico",UTC,2017-11-20T00:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 17,Santos Laguna,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
169071,L. Santander,UTC,2019-07-20T00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2019,Apertura - 1,Puebla,Club Tijuana,False,True,1.0,3.0,1.0,1.0,1.0,3.0,,,,
169072,J. Peñaloza,UTC,2019-07-20T02:45:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2019,Apertura - 1,Atlas,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
169073,D. Montaño,UTC,2019-07-20T22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2019,Apertura - 1,Atletico San Luis,U.N.A.M. - Pumas,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
169074,A. Escobedo,UTC,2019-07-20T22:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2019,Apertura - 1,Pachuca,Leon,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
169075,R. García,UTC,2019-07-21T02:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2019,Apertura - 1,Tigres UANL,Monarcas,True,False,4.0,2.0,3.0,0.0,4.0,2.0,,,,
169076,C. Ramos,UTC,2019-07-21T00:05:00+00:00,7182.0,Estadio Azteca,D.F.,2019,Apertura - 1,Club America,Monterrey,True,False,4.0,2.0,2.0,2.0,4.0,2.0,,,,
169077,J. Pérez,UTC,2019-07-21T02:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2019,Apertura - 1,Necaxa,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
169078,M. Ortíz,UTC,2019-07-21T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2019,Apertura - 1,Toluca,Club Queretaro,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
169079,J. Rojas,UTC,2019-07-21T23:45:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2019,Apertura - 1,Santos Laguna,Guadalajara Chivas,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
169080,Ó. Mejía,UTC,2019-07-27T00:00:00+00:00,1972.0,Estadio Generalísimo José María Morelos y Pavón,Morelia,2019,Apertura - 2,Monarcas,Atlas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
169081,F. Hernández,UTC,2019-07-27T02:00:00+00:00,1090.0,Estadio Luis de la Fuente,Veracruz,2019,Apertura - 2,Veracruz,Pachuca,,,3.0,3.0,2.0,1.0,3.0,3.0,,,,
