id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
143351,,UTC,2018-02-25T03:00:00+00:00,,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 9,Club America,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143352,,UTC,2018-02-25T18:00:00+00:00,,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 9,U.N.A.M. - Pumas,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143353,,UTC,2018-02-26T00:00:00+00:00,,Estadio Nuevo Corona (Torreón),,2017,Clausura - 9,Santos Laguna,Cruz Azul,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143354,,UTC,2018-03-03T03:00:00+00:00,,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 10,Monarcas,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
143355,,UTC,2018-03-03T03:00:00+00:00,,Estadio Caliente (Tijuana),,2017,Clausura - 10,Club Tijuana,Lobos Buap,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
143356,,UTC,2018-03-03T23:00:00+00:00,,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 10,Cruz Azul,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143357,,UTC,2018-03-04T01:00:00+00:00,,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 10,Monterrey,Puebla,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
143358,,UTC,2018-03-04T01:06:00+00:00,,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 10,Leon,U.N.A.M. - Pumas,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
143359,,UTC,2018-03-04T03:00:00+00:00,,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 10,Necaxa,Santos Laguna,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
143360,,UTC,2018-03-04T03:06:00+00:00,,Estadio AKRON (Zapopan),,2017,Clausura - 10,Guadalajara Chivas,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143361,,UTC,2018-03-04T18:00:00+00:00,,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 10,Toluca,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
143362,,UTC,2018-03-05T00:00:00+00:00,,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 10,Veracruz,Tigres UANL,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
143363,,UTC,2018-03-10T01:00:00+00:00,,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 11,Monarcas,Veracruz,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
143364,,UTC,2018-03-10T03:00:00+00:00,,Estadio Jalisco (Guadalajara),,2017,Clausura - 11,Atlas,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143365,,UTC,2018-03-10T23:00:00+00:00,,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 11,Cruz Azul,Pachuca,True,False,5.0,0.0,3.0,0.0,5.0,0.0,,,,
143366,,UTC,2018-03-10T23:00:00+00:00,,Estadio Universitario BUAP (Puebla),,2017,Clausura - 11,Lobos Buap,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143367,,UTC,2018-03-10T23:00:00+00:00,,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 11,Club Queretaro,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143368,,UTC,2018-03-11T01:00:00+00:00,,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 11,Tigres UANL,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143369,,UTC,2018-03-11T03:00:00+00:00,,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 11,Club America,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143370,,UTC,2018-03-11T18:00:00+00:00,,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 11,U.N.A.M. - Pumas,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143371,,UTC,2018-03-12T00:00:00+00:00,,Estadio Nuevo Corona (Torreón),,2017,Clausura - 11,Santos Laguna,Monterrey,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,
143372,,UTC,2018-03-17T01:00:00+00:00,,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 12,Puebla,Santos Laguna,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143373,,UTC,2018-03-17T02:00:00+00:00,,Estadio Caliente (Tijuana),,2017,Clausura - 12,Club Tijuana,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143374,,UTC,2018-03-17T23:00:00+00:00,,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 12,Cruz Azul,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143375,,UTC,2018-03-18T01:00:00+00:00,,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 12,Monterrey,Club Queretaro,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
143376,,UTC,2018-03-18T01:06:00+00:00,,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 12,Leon,Lobos Buap,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
143377,,UTC,2018-03-18T03:00:00+00:00,,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 12,Necaxa,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143378,,UTC,2018-03-18T03:00:00+00:00,,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 12,Club America,Toluca,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
143379,,UTC,2018-03-18T03:06:00+00:00,,Estadio AKRON (Zapopan),,2017,Clausura - 12,Guadalajara Chivas,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143380,,UTC,2018-03-19T00:00:00+00:00,,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 12,Veracruz,Atlas,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
143381,,UTC,2018-03-31T01:00:00+00:00,,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 13,Monarcas,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143382,,UTC,2018-03-31T03:00:00+00:00,,Estadio Jalisco (Guadalajara),,2017,Clausura - 13,Atlas,Santos Laguna,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
143383,,UTC,2018-03-31T23:00:00+00:00,,Estadio Universitario BUAP (Puebla),,2017,Clausura - 13,Lobos Buap,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143384,,UTC,2018-03-31T23:00:00+00:00,,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 13,Club Queretaro,Puebla,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143385,,UTC,2018-04-01T01:00:00+00:00,,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 13,Tigres UANL,Leon,True,False,4.0,1.0,4.0,0.0,4.0,1.0,,,,
143386,,UTC,2018-04-01T01:06:00+00:00,,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 13,Pachuca,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143387,,UTC,2018-04-01T03:00:00+00:00,,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 13,Club America,Cruz Azul,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
143388,,UTC,2018-04-01T17:00:00+00:00,,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 13,U.N.A.M. - Pumas,Necaxa,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143389,,UTC,2018-04-01T23:30:00+00:00,,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 13,Veracruz,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143390,,UTC,2018-04-07T00:00:00+00:00,,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 14,Puebla,Pachuca,False,True,2.0,6.0,0.0,2.0,2.0,6.0,,,,
143391,,UTC,2018-04-07T02:00:00+00:00,,Estadio Caliente (Tijuana),,2017,Clausura - 14,Club Tijuana,Atlas,,,2.0,2.0,2.0,0.0,2.0,2.0,,,,
143392,,UTC,2018-04-07T22:00:00+00:00,,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 14,Cruz Azul,Lobos Buap,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143393,,UTC,2018-04-08T00:00:00+00:00,,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 14,Monterrey,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
143394,,UTC,2018-04-08T00:06:00+00:00,,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 14,Leon,Monarcas,False,True,2.0,3.0,0.0,2.0,2.0,3.0,,,,
143395,,UTC,2018-04-08T02:00:00+00:00,,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 14,Necaxa,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143396,,UTC,2018-04-08T02:06:00+00:00,,Estadio AKRON (Zapopan),,2017,Clausura - 14,Guadalajara Chivas,Veracruz,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143397,,UTC,2018-04-08T17:00:00+00:00,,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 14,Toluca,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143398,,UTC,2018-04-08T23:00:00+00:00,,Estadio Nuevo Corona (Torreón),,2017,Clausura - 14,Santos Laguna,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
143399,,UTC,2018-04-14T02:00:00+00:00,,Estadio Caliente (Tijuana),,2017,Clausura - 15,Club Tijuana,Guadalajara Chivas,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
143400,,UTC,2018-04-14T02:00:00+00:00,,Estadio Jalisco (Guadalajara),,2017,Clausura - 15,Atlas,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143401,,UTC,2018-04-14T22:00:00+00:00,,Estadio Universitario BUAP (Puebla),,2017,Clausura - 15,Lobos Buap,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143402,,UTC,2018-04-15T00:00:00+00:00,,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 15,Tigres UANL,Cruz Azul,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
143403,,UTC,2018-04-15T00:06:00+00:00,,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 15,Pachuca,Santos Laguna,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
143404,,UTC,2018-04-15T01:30:00+00:00,,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 15,Monarcas,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143405,,UTC,2018-04-15T02:00:00+00:00,,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 15,Club America,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143406,,UTC,2018-04-15T17:00:00+00:00,,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 15,U.N.A.M. - Pumas,Puebla,True,False,4.0,2.0,1.0,1.0,4.0,2.0,,,,
143407,,UTC,2018-04-15T23:00:00+00:00,,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 15,Veracruz,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143408,,UTC,2018-04-21T00:00:00+00:00,,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 16,Puebla,Club America,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
143409,,UTC,2018-04-21T02:00:00+00:00,,Estadio Jalisco (Guadalajara),,2017,Clausura - 16,Atlas,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143410,,UTC,2018-04-21T22:00:00+00:00,,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 16,Cruz Azul,Monarcas,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
143411,,UTC,2018-04-21T22:00:00+00:00,,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 16,Club Queretaro,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143412,,UTC,2018-04-22T00:00:00+00:00,,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 16,Monterrey,Lobos Buap,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
143413,,UTC,2018-04-22T00:06:00+00:00,,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 16,Leon,Club Tijuana,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143414,,UTC,2018-04-22T02:00:00+00:00,,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 16,Necaxa,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143415,,UTC,2018-04-22T17:00:00+00:00,,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 16,Toluca,Veracruz,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
143416,,UTC,2018-04-22T23:00:00+00:00,,Estadio Nuevo Corona (Torreón),,2017,Clausura - 16,Santos Laguna,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143417,,UTC,2018-04-28T00:00:00+00:00,,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 17,Monarcas,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143418,,UTC,2018-04-28T02:00:00+00:00,,Estadio Caliente (Tijuana),,2017,Clausura - 17,Club Tijuana,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143419,,UTC,2018-04-28T22:00:00+00:00,,Estadio Universitario BUAP (Puebla),,2017,Clausura - 17,Lobos Buap,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143420,,UTC,2018-04-29T00:00:00+00:00,,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 17,Tigres UANL,Monterrey,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143421,,UTC,2018-04-29T00:06:00+00:00,,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 17,Pachuca,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143422,,UTC,2018-04-29T02:00:00+00:00,,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 17,Club America,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143423,,UTC,2018-04-29T02:06:00+00:00,,Estadio AKRON (Zapopan),,2017,Clausura - 17,Guadalajara Chivas,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
143424,,UTC,2018-04-29T17:00:00+00:00,,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 17,U.N.A.M. - Pumas,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143425,,UTC,2018-04-29T23:00:00+00:00,,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 17,Veracruz,Cruz Azul,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143426,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-07-22T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 1,Monarcas,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143427,"Roberto Garcia Orozco, Mexico",UTC,2017-07-22T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 1,Club Tijuana,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
143428,"Erick Yair Miranda Galindo, Mexico",UTC,2017-07-22T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 1,Lobos Buap,Santos Laguna,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,
143429,"Oscar Macias, Mexico",UTC,2017-07-22T22:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 1,Club America,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143430,"Jorge Antonio Perez Duran, Mexico",UTC,2017-07-23T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 1,Tigres UANL,Puebla,True,False,5.0,0.0,3.0,0.0,5.0,0.0,,,,
143431,"Jose Penaloza, Mexico",UTC,2017-07-23T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 1,Leon,Atlas,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
143432,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-07-23T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 1,Guadalajara Chivas,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143433,"Diego Montano, Mexico",UTC,2017-07-23T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 1,U.N.A.M. - Pumas,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143434,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-07-23T23:49:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 1,Veracruz,Necaxa,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
143435,"Oscar Macias, Mexico",UTC,2017-07-29T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 2,Puebla,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143436,"Eduardo Galvan Basulto, Mexico",UTC,2017-07-29T02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 2,Atlas,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143437,"Fernando Hernandez, Mexico",UTC,2017-07-29T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 2,Club Queretaro,Lobos Buap,False,True,0.0,4.0,0.0,1.0,0.0,4.0,,,,
143438,"Fernando Guerrero Ramirez, Mexico",UTC,2017-07-29T22:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 2,Cruz Azul,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143439,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-07-30T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 2,Monterrey,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143440,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-07-30T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 2,Pachuca,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
143441,"Luis Santander, Mexico",UTC,2017-07-30T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 2,Necaxa,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143442,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-07-30T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 2,Toluca,Leon,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
143443,"Roberto Garcia Orozco, Mexico",UTC,2017-07-30T23:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 2,Santos Laguna,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143444,"Luis Santander, Mexico",UTC,2017-08-05T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 3,Monarcas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143445,"Fernando Guerrero Ramirez, Mexico",UTC,2017-08-05T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 3,Club Tijuana,Monterrey,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
143446,"Roberto Rios Jacome, Mexico",UTC,2017-08-05T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 3,Lobos Buap,Pachuca,True,False,3.0,2.0,0.0,0.0,3.0,2.0,,,,
143447,"Francisco Chacon Gutierrez, Mexico",UTC,2017-08-06T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 3,Tigres UANL,Club Queretaro,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143448,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-08-06T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 3,Leon,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143449,"Erick Yair Miranda Galindo, Mexico",UTC,2017-08-06T02:00:00+00:00,,Estadio Azteca,Mexico City,2017,Apertura - 3,Club America,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143450,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-08-06T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 3,Guadalajara Chivas,Necaxa,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,
143451,"Jorge Antonio Perez Duran, Mexico",UTC,2017-08-06T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 3,Toluca,Atlas,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
143452,"Jose Penaloza, Mexico",UTC,2017-08-06T23:30:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 3,Veracruz,Puebla,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
143453,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-08-12T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2017,Apertura - 4,Puebla,Club Tijuana,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143454,"Fernando Guerrero Ramirez, Mexico",UTC,2017-08-12T02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 4,Atlas,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143455,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-08-12T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 4,Club Queretaro,Monarcas,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
143456,"Luis Santander, Mexico",UTC,2017-08-12T22:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 4,Cruz Azul,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143457,"Roberto Garcia Orozco, Mexico",UTC,2017-08-13T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 4,Monterrey,Guadalajara Chivas,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
143458,"Jose Penaloza, Mexico",UTC,2017-08-13T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 4,Pachuca,Tigres UANL,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143459,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-08-13T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2017,Apertura - 4,Necaxa,Leon,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,
143460,"Oscar Macias, Mexico",UTC,2017-08-13T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 4,U.N.A.M. - Pumas,Lobos Buap,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143461,"Francisco Chacon Gutierrez, Mexico",UTC,2017-08-13T23:30:00+00:00,,Estadio TSM Corona,Torreon,2017,Apertura - 4,Santos Laguna,Veracruz,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
143462,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-08-19T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 5,Monarcas,Pachuca,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
143463,"Diego Montano, Mexico",UTC,2017-08-19T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2017,Apertura - 5,Club Tijuana,Santos Laguna,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
143464,"Roberto Garcia Orozco, Mexico",UTC,2017-08-19T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2017,Apertura - 5,Lobos Buap,Club America,False,True,2.0,3.0,2.0,2.0,2.0,3.0,,,,
143465,"Oscar Macias, Mexico",UTC,2017-08-19T22:00:00+00:00,,Estadio Azul,Mexico City,2017,Apertura - 5,Cruz Azul,Atlas,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
143466,"Fernando Guerrero Ramirez, Mexico",UTC,2017-08-20T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2017,Apertura - 5,Tigres UANL,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143467,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-08-20T00:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 5,Veracruz,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143468,"Francisco Chacon Gutierrez, Mexico",UTC,2017-08-20T00:06:00+00:00,,Estadio Leon,Leon,2017,Apertura - 5,Leon,Monterrey,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143469,"Roberto Rios Jacome, Mexico",UTC,2017-08-20T02:06:00+00:00,,Estadio Akron,Guadalajara,2017,Apertura - 5,Guadalajara Chivas,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143470,"Jose Penaloza, Mexico",UTC,2017-08-20T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2017,Apertura - 5,Toluca,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143471,"Erick Yair Miranda Galindo, Mexico",UTC,2017-08-23T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 6,Pachuca,Veracruz,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
143472,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-08-23T01:30:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2017,Apertura - 6,Atlas,Lobos Buap,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143473,"Fernando Hernandez, Mexico",UTC,2017-08-23T02:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 6,U.N.A.M. - Pumas,Monarcas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
143474,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-08-23T02:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 6,Club Queretaro,Club Tijuana,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
